word,base
świecie,Świat
przepełnionym,przepełnić
treściami,treść
ogłosił,ogłosić
ważnych,ważny
wydarzeń,wydarzenie
jedno,jeden
Wyborcza,wyborczy
opublikowała,opublikować
listę,lista
filmów,film
które,który
poznali,poznać
śmy,być
rzeczy,rzecz
związanych,związać
Chopinem,Chopin
które,który
wydarzą,wydarzyć
roku,rok
Znając,znać
organizatorzy,organizator
festiwali,festiwal
Nowe,nowy
Horyzonty,horyzont
Warszawskiego,warszawski
Festiwalu,festiwal
Filmowego,filmowy
ogłoszą,ogłosić
tegoroczne,tegoroczny
lepsze,dobry
festiwale,festiwal
będą,być
miały,mieć
kolejne,kolejny
filmów,film
puchnie,puchnąć
nasze,nasz
kalendarze,kalendarz
są,być
całe,cały
wypełnione,wypełnić
zaczął,zacząć
wskazówkami,wskazówka
jakich,jaki
ilościach,ilość
zwierzył,zwierzyć
czasem,czas
musi,musieć
it,Ita
formułuje,formułować
teorię,teoria
and,Anda
którą,który
musi,musieć
stałą,stały
produkcją,produkcja
sieciowych,sieciowy
ludzie,człowiek
nim,on
zapomnieli,zapomnieć
produkcją,produkcja
porcji,porcja
solidnej,solidny
treści,treść
Odwracając,odwracać
medialna,medialny
wielu,wiele
nas,my
powinna,powinien
treści,treść
bieżących,bieżący
płytkich,płytki
czegoś,coś
konkretnego,konkretny
skonsumowanego,skonsumować
stylu,styl
uczestnictwa,uczestnictwo
kulturze,kultura
powinna,powinien
koncepcję,koncepcja
kanonu,kanon
ma,mieć
jednego,jeden
kanonu,kanon
kultury,kultura
ma,mieć
jednej,jeden
diety,dieta
dobrej,dobry
wszystkich,wszyscy
Piszę,pisać
tym,ten
wszystkim,wszystko
zastanawiam,zastanawiać
te,ten
powszechne,powszechny
sprzeciwu,sprzeciw
wpływa,wpływać
działania,działanie
którym,który
przyklejamy,przyklejać
tym,ten
blogu,blog
etykietkę,etykietka
Kultury,kultura
oparte,oprzeć
współpracy,współpraca
dzieleniu,dzielić
zastanawiali,zastanawiać
śmy,być
Justyną,Justyna
których,który
jego,on
uczestnicy,uczestnik
uczą,uczyć
zachowań,zachowanie
prospołecznych,prospołeczny
jest,być
oparty,oprzeć
zaufaniu,zaufanie
pozwala,pozwalać
wzajemnego,wzajemny
zaufania,zaufanie
zniszczone,zniszczyć
czasach,czas
komunizmu,komunizm
myśląc,myśleć
działania,działanie
kulturowe,kulturowy
są,być
Polsce,Polska
osłabione,osłabić
tę,ten
spuściznę,spuścizna
działa,działać
połączeniu,połączenie
typowymi,typowy
wczesnego,wczesny
kapitalizmu,kapitalizm
marzeniami,marzenie
dorobieniu,dorobić
wszelkim,wszelki
kosztem,koszt
wolnej,wolny
kultury,kultura
działań,działanie
społecznych,społeczny
podoba,podobać
mi,ja
opiera,opierać
budowaniu,budować
krytyce,krytyka
sprzeciwie,sprzeciwa
Skupia,skupiać
tworzeniu,tworzyć
nowej,nowy
jakości,jakość
jałowym,jałowy
krytykowaniem,krytykować
zastanego,zastany
stanu,stan
wielu,wiele
działaczy,działacz
kultury,kultura
Polsce,Polska
twórców,twórca
artystów,artysta
jest,być
bardziej,bardzo
zainteresowanych,zainteresować
gestami,gest
krytycznymi,krytyczny
Wiedzą,wiedzieć
kim,kto
danej,dany
chwili,chwila
walczą,walczyć
Polscy,polski
Anną,Anna
fanów,fan
tłumaczy,tłumaczyć
Drodzy,drogi
czytelnicy,czytelnik
najbliższe,bliski
postów,post
chciał,chcieć
wam,wy
Anną,Anna
udziela,udzielać
wywiadu,wywiad
tłumaczę,tłumaczyć
toruńskiej,toruński
socjologii,socjologia
Jej,on
promotorem,promotor
był,być
prof,profesor
zachwycił,zachwycić
pracą,praca
magisterską,magisterski
która,który
wyszła,wyjść
pióra,pióro
edytora,edytor
tekstu,tekst
Jej,on
zatytułowana,zatytułować
jest,być
fanów,fan
fanów,fan
kolektywna,kolektywny
daru,dar
społeczności,społeczność
polskich,polski
napisała,napisać
pracę,praca
mangi,manga
dokładniejszym,dokładny
konkretnym,konkretny
wycinku,wycinek
Wycinku,wycinek
związanym,związać
fanami,fan
twórcami,twórca
napisów,napis
japońskich,japoński
animacji,animacja
miałem,miał
okazję,okazja
Anią,Ania
Wiem,wiedzieć
tematyką,tematyka
fanów,fan
zainteresowała,zainteresować
drugim,drugi
roku,rok
studiów,studia
później,późno
bliższym,bliski
przyjrzeniu,przyjrzeć
społeczności,społeczność
fanów,fan
mangi,manga
była,być
zdecydowana,zdecydować
tematyką,tematyka
fanów,fan
tłumaczy,tłumaczyć
roku,rok
spędziła,spędzić
we,w
Francji,Francja
granicą,granica
umożliwił,umożliwić
jej,on
wyposażonych,wyposażyć
bibliotek,biblioteka
którym,który
dotarła,dotrzeć
odpowiedniej,odpowiedni
francuskojęzycznej,francuskojęzyczny
anglojęzycznej,anglojęzyczny
literatury,literatura
związanej,związać
fanami,fan
powrocie,powrót
rozpoczęła,rozpocząć
intensywne,intensywny
badania,badanie
sieciowej,sieciowy
społeczności,społeczność
fanów,fan
magisterska,magisterski
powstawała,powstawać
wsparciu,wsparcie
ze,z
strony,strona
fanów,fan
tłumaczy,tłumaczyć
Obroniła,obronić
czerwcu,czerwiec
roku,rok
miesięcy,miesiąc
utrzymywała,utrzymywać
osobami,osoba
przygotowującymi,przygotowywać
napisy,napis
japońskich,japoński
animowanych,animowany
produkcji,produkcja
Czytali,czytać
oni,on
jej,on
pracę,praca
magisterską,magisterski
wiedzieli,wiedzieć
napisała,napisać
nich,on
samych,sam
niektórymi,niektóry
nich,on
utrzymuje,utrzymywać
jej,on
zawodowa,zawodowy
rozminęła,rozminąć
dawnymi,dawny
zainteresowaniami,zainteresowanie
pracuje,pracować
jednej,jeden
instytucji,instytucja
zajmujących,zajmować
wdrażaniem,wdrażać
Priorytetu,priorytet
integracji,integracja
społecznej,społeczny
Programu,program
Operacyjnego,operacyjny
dostaje,dostawać
wiadomości,wiadomość
ze,z
świata,świat
fanów,fan
ludzi,człowiek
których,który
poznała,poznać
tych,ten
którzy,który
trafili,trafić
pozostawione,pozostawić
nią,on
ślady,ślad
bytności,bytność
sieci,sieć
Tych,Tychy
zostawiła,zostawić
artykułem,artykuł
mangi,manga
Polsce,Polska
opublikowany,opublikować
panieńskim,panieński
nazwiskiem,nazwisko
marginesie,margines
dodam,dodać
Anią,Ania
miałem,miał
owa,ow
pracy,praca
pozwalają,pozwalać
mi,ja
zacznie,zacząć
ową,ow
pracą,praca
może,móc
ukaże,ukazać
jej,on
podstawie,podstawa
nauczę,nauczyć
mojego,mój
nowego,nowy
laptopa,laptop
napiszę,napisać
Jakaś,jakiś
złośliwa,złośliwy
nieczysta,nieczysty
kosmiczna,kosmiczny
popsuła,popsuć
ćwiczę,ćwiczyć
sztukę,sztuka
trafiania,trafiać
klawisze,klawisz
klawiaturze,klawiatura
innej,inny
ta,ten
której,który
lat,rok
przywykła,przywyknąć
obsługiwania,obsługiwać
myszy,mysz
myszy,mysz
ciężka,ciężki
chęcią,chęć
przeczytam,przeczytać
Zgadzam,zgadzać
zupełności,zupełność
ze,z
daru,dar
przekonywania,przekonywać
Marii,Maria
Swoją,swój
drogą,droga
Mario,Maria
moja,mój
ma,mieć
laptopa,laptop
korzysta,korzystać
ze,z
zwykłej,zwykły
myszki,myszka
podłączonej,podłączyć
niego,on
Skapitulowała,skapitulować
podłączyła,podłączyć
starą,stary
klawiaturę,klawiatura
wracam,wracać
stare,stary
śmieci,śmieć
napiszę,napisać
będzie,być
książki,książka
niej,on
znajdą,znajść
aluzje,aluzja
naszych,nasz
okupantów,okupant
całe,cały
toksycznością,toksyczność
rodzinie,rodzina
ich,on
razie,raz
mogę,móc
tego,ten
komentarza,komentarz
osiedlem,osiedle
rozpętała,rozpętać
wściekła,wściec
oberwaniem,oberwanie
chmury,chmura
padła,paść
drugie,drugi
Wałęsę,Wałęsa
jest,być
powiedzeniu,powiedzenie
jesteśmy,być
Bolkami,Bolek
każdym,każdy
razie,raz
wszyscy,wszystek
roku,rok
mieli,mieć
lat,rok
jest,być
obiektywnej,obiektywny
racji,racja
względu,wzgląd
ówczesne,ówczesny
poglądy,pogląd
polityczne,polityczny
sytuację,sytuacja
społeczną,społeczny
byli,być
śmy,być
obserwowani,obserwować
tysiące,tysiąc
sposobów,sposób
sprawdzani,sprawdzać
zakładzie,zakład
pracy,praca
zagraniczne,zagraniczny
cudzoziemcem,cudzoziemiec
oznaczał,oznaczać
wysyłanie,wysyłać
zapytań,zapytanie
organów,organ
które,który
były,być
rozbudowane,rozbudować
miał,mieć
nimi,on
czynienia,czynienie
ludzie,człowiek
jakiekolwiek,jakikolwiek
istotne,istotny
pozycje,pozycja
zawodowe,zawodowy
należący,należeć
celebrytów,celebryta
najmniejszej,mały
wątpliwości,wątpliwość
jestem,być
każdym,każdy
nas,my
są,być
stosowne,stosowny
niestosowne,niestosowny
dokumenty,dokument
Znam,znać
osobę,osoba
lata,rok
świetlne,świetlny
ogóle,ogół
odległą,odległy
jakiejkolwiek,jakikolwiek
polityki,polityka
która,który
latach,rok
zawarła,zawrzeć
jakimiś,jakiś
miłymi,miły
studentami,student
Chin,Chiny
lat,rok
musiała,musieć
tych,ten
kontaktów,kontakt
Rakowieckiej,Rakowiecka
Pytana,pytać
mówiła,mówić
prawdę,prawda
protokoły,protokół
przesłuchań,przesłuchanie
podpisywała,podpisywać
panowie,Pan
uznali,uznać
ją,on
Powtarzam,powtarzać
częściej,często
owymi,ow
organami,organ
miał,mieć
nas,my
Niektórzy,niektóry
mieli,mieć
dodatku,dodatek
zobowiązanie,zobowiązać
zachowania,zachować
spotkania,spotkanie
tajemnicy,tajemnica
tego,to
mają,maić
życia,życie
ci,ty
których,który
sekowano,sekować
punktu,punkt
widzenia,widzenie
moim,mój
zdaniem,zdanie
jest,być
chore,chory
trzecie,trzeci
tej,ten
rozgrywce,rozgrywka
ogóle,ogół
chodzi,chodzić
Wałęsę,Wałęsa
jest,być
dużej,duży
mierze,miara
obiektem,obiekt
muzealnym,muzealny
prawdę,prawda
nią,on
chodziło,chodzić
była,być
podjęta,podjąć
laty,rok
pewnością,pewność
chodzi,chodzić
lata,rok
siedemdziesiąte,siedemdziesiąty
najwyżej,wysoce
prezydenturę,prezydentura
bardziej,bardzo
zdezawuowanie,zdezawuować
Okrągłego,okrągły
Stołu,stół
sumie,suma
jest,być
nieładnej,nieładny
osobistej,osobisty
zemsty,zemsta
Kaczorów,Kaczor
doznane,doznać
upokorzenia,upokorzenie
przegraną,przegrać
związku,związek
obaleniem,obalenie
paranoidalnego,paranoidalny
rządu,rząd
Olszewskiego,Olszewski
wbicia,wbić
motłochowi,motłoch
puste,pusty
łby,łeb
był,być
zdradą,zdrada
sukcesem,sukces
śmy,być
wywieszali,wywieszać
komuchów,komuch
latarniach,latarnia
był,być
konsekwentne,konsekwentny
lansowanie,lansować
skompromitowanej,skompromitowany
idei,idea
Cytowane,cytować
odpowiedzi,odpowiedź
pytania,pytanie
są,być
genialne,genialny
swej,swój
prostocie,prostota
pytań,pytanie
jest,być
nieistotna,nieistotny
Pochodzą,pochodzić
nieautoryzowanego,autoryzować
nagrania,nagranie
dziennikarki,dziennikarka
Gazety,gazeta
Wyborczej,wyborczy
one,on
mi,ja
znam,znać
tych,ten
sytuacji,sytuacja
wiem,wiedzieć
mam,mieć
sobą,siebie
dokumentów,dokument
mi,ja
musiał,musieć
Jest,być
pewna,pewien
ustaw,ustawa
rozporządzeń,rozporządzenie
mi,ja
wiem,wiedzieć
tego,to
mogę,móc
dłużej,długo
Proszę,prosić
pytania,pytanie
mailem,mail
Postaram,postarać
niczego,nic
gwarantuję,gwarantować
wiem,wiedzieć
mi,ja
uda,udać
Postaram,postarać
odpowiednim,odpowiedni
terminie,termin
Człowiekiem,człowiek
wie,wiedzieć
niczego,nic
wyjaśnia,wyjaśniać
jest,być
rządu,rząd
najjaśniejszej,jasny
czwartej,czwarty
Występy,występ
publiczne,publiczny
tego,to
pana,Pan
odznaczają,odznaczać
pewną,pewien
szczególna,szczególny
cechą,cecha
Wydając,wydawać
udziela,udzielać
odpowiedzi,odpowiedź
pobiera,pobierać
pensję,pensja
Sięgając,sięgać
pamięcią,pamięć
niesłusznej,niesłuszny
widzę,widzieć
oczami,oko
duszy,dusza
dwie,dwa
panie,pani
która,który
zasłynęła,zasłynąć
powiedzeniem,powiedzenie
premierowi,premier
odmawia,odmawiać
karierę,kariera
rzecznika,rzecznik
prasowego,prasowy
zakończyła,zakończyć
wstrząsów,wstrząs
ze,z
swoim,swój
szefem,szef
Daje,dawać
nam,my
smakowitości,smakowitość
kulinarnych,kulinarny
Była,być
zaistniała,zaistnieć
Jej,on
Wsławiła,wsławić
fryzurą,fryzura
poziomem,poziom
prowadzonych,prowadzić
niezwykłą,niezwykły
elegancją,elegancja
konferencji,konferencja
prasowych,prasowy
wypowiedziami,wypowiedź
wyczerpującymi,wyczerpujący
kompetentnymi,kompetentny
Była,być
błyskotliwym,błyskotliwy
uzupełnieniem,uzupełnienie
małomównego,małomówny
premiera,premier
Tadeusza,Tadeusz
Mazowieckiego,Mazowiecki
listopada,listopad
trzech,trzy
lewicowych,lewicowy
związkowców,związkowiec
zostało,zostać
zastrzelonych,zastrzelić
Morderstwa,morderstwo
dokonano,dokonać
godzin,godzina
tym,to
pracowników,pracownik
firmy,firma
okupowało,okupować
mleczarnię,mleczarnia
interweniowała,interweniować
Związkowcy,związkowiec
byli,być
członkami,członek
Pracowników,pracownik
socjalistycznej,socjalistyczny
lewicowa,lewicowy
która,który
walczyła,walczyć
jego,on
próbom,próba
kontrolowania,kontrolować
pracowników,pracownik
ta,ten
wałczy,wałczyć
prawicą,prawica
związkowcy,związkowiec
zostali,zostać
zamordowani,zamordować
zabójców,zabójca
kolumbijskiej,kolumbijski
firmy,firma
która,który
jest,być
właścicielem,właściciel
mleczarni,mleczarnia
może,móc
była,być
ludzie,człowiek
związani,związać
Zjednoczoną,zjednoczyć
Partią,Partia
Socjalistyczną,socjalistyczny
razie,raz
ma,mieć
pełnej,pełny
informacji,informacja
aktywiści,aktywista
krytykują,krytykować
kraju,kraj
pracownicy,pracownik
są,być
bici,bić
podejmują,podejmować
wyzyskowi,wyzysk
pisali,pisać
śmy,być
roku,rok
może,móc
wynagrodzenia,wynagrodzenie
nauczycieli,nauczyciel
twierdzi,twierdzić
takie,taki
jest,być
niewielkie,niewielki
samorządy,samorząd
dopłacą,dopłacić
pensji,pensja
nauczycieli,nauczyciel
były,być
niższe,niski
samorządy,samorząd
miały,mieć
pensje,pensja
nauczycieli,nauczyciel
proc,proca
muszą,musieć
własnych,własny
środków,środek
mln,milion
zł,złoty
nich,on
deklaruje,deklarować
utrzyma,utrzymać
płace,płaca
obecnym,obecny
poziomie,poziom
mediów,media
wiemy,wiedzieć
jest,być
rządem,rząd
Solidarnością,solidarność
znamy,znać
jej,on
szczegółów,szczegół
rządowego,rządowy
projektu,projekt
budżetu,budżet
wynika,wynikać
pensje,pensja
budżetówce,budżetówka
powinny,powinien
proc,proca
wzrosła,wzrosnąć
bazowa,bazowy
oświatowa,oświatowy
rośnie,rosnąć
proc,proca
zauważa,zauważać
gminy,gmina
Stare,stary
potwierdza,potwierdzać
przyjętym,przyjąć
projekcie,projekt
budżetu,budżet
ma,mieć
pieniędzy,pieniądz
podwyżki,podwyżka
nauczycieli,nauczyciel
samorządów,samorząd
planuje,planować
utrzymanie,utrzymać
wynagrodzeń,wynagrodzenie
przyszłym,przyszły
roku,rok
dotychczasowym,dotychczasowy
poziomie,poziom
Aktywiści,aktywista
kampanii,Kampania
opublikowali,opublikować
działalności,działalność
koncernu,koncern
Problemy,problem
koncernem,koncern
są,być
znane,znany
krajach,kraj
toczy,toczyć
firmie,firma
mld,miliard
dolarów,dolar
odszkodowania,odszkodowanie
ofiar,ofiara
złych,zły
ekologicznych,ekologiczny
praktyk,praktyka
koncernu,koncern
latach,rok
należy,należeć
wylał,wylać
miejscowych,miejscowy
rzek,rzeka
mld,miliard
litrów,litr
skażonej,skazić
wody,woda
jest,być
koncernom,koncern
jest,być
pierwszym,pierwszy
ma,mieć
szanse,szansa
wygraną,wygrana
ofiar,ofiara
Nigeryjczyków,Nigeryjczyk
koncernom,koncern
miał,mieć
Stanach,Stany
miał,mieć
dużych,duży
szans,szansa
maja,maj
obywają,obywać
walne,walny
zgromadzenia,zgromadzenie
koncernu,koncern
Kalifornii,Kalifornia
obywają,obywać
protesty,protest
tym,to
zgromadzeniu,zgromadzenie
niektórzy,niektóry
akcjonariusze,akcjonariusz
protestują,protestować
tym,ten
roku,rok
aktywiści,aktywista
postanowili,postanowić
alternatywne,alternatywny
walne,walny
zgromadzenia,zgromadzenie
walnego,walny
zgromadzenia,zgromadzenie
aktywistów,aktywista
zablokowała,zablokować
bramę,brama
wejściową,wejściowy
koncernu,koncern
aresztowała,aresztować
doradcę,doradca
anty,anta
kredytowego,kredytowy
We,w
hiszpańska,hiszpański
aresztowała,aresztować
anarchistę,anarchista
pożyczył,pożyczyć
banków,bank
wydał,wydać
praktycznymi,praktyczny
poradami,porada
banki,bank
tytułem,tytuł
Darmowe,darmowy
ekonomiczne,ekonomiczny
turbulencje,turbulencja
którego,który
ochrzciły,ochrzcić
Bankowym,bankowy
Hoodem,Hood
ukrywał,ukrywać
Ameryce,Ameryka
Południowej,południowy
Postanowił,postanowić
Hiszpanii,Hiszpania
nastąpiło,nastąpić
tego,ten
samego,sam
dnia,dzień
którym,który
rozprowadzono,rozprowadzić
całej,cały
Hiszpanii,Hiszpania
tysiące,tysiąc
egzemplarzy,egzemplarz
pisma,pismo
Damy,dama
radę,rada
którym,który
znajdują,znajdować
porady,porada
spłacania,spłacać
rat,rata
kredytów,kredyt
represji,represja
systemu,system
kapitalistycznego,kapitalistyczny
swoim,swój
powrocie,powrót
Hiszpanii,Hiszpania
powiedział,powiedzieć
wrócił,wrócić
em,być
go,on
jest,być
ważne,ważny
Wrócił,wrócić
em,być
profilaktycznego,profilaktyczny
wygnania,wygnanie
staje,stawać
silniejszy,silny
Nowe,nowy
zaprasza,zapraszać
sesję,sesja
roli,rola
mediów,media
sprawie,sprawa
krzyża,krzyż
Krakowskim,krakowski
Przedmieściu,przedmieście
odbędzie,odbyć
sali,Sala
konferencyjnej,konferencyjny
Stowarzyszenia,stowarzyszenie
Dziennikarzy,dziennikarz
Polskich,polski
ul,ulica
go,on
października,październik
godzinach,godzina
Partnerem,partner
Fundacji,fundacja
tym,ten
przedsięwzięciu,przedsięwzięcie
jest,być
Monitoringu,monitoring
Wolności,wolność
Prasy,prasa
patronem,patron
medialnym,medialny
Polska,polski
Prasowa,prasowy
wydarzeń,wydarzenie
najważniejszych,ważny
wątków,wątek
sprawy,sprawa
Nowe,nowy
dotyczący,dotyczyć
relacji,relacja
reporterskich,reporterski
najgorętszym,gorący
okresie,okres
konfliktu,konflikt
dniach,dzień
sierpnia,sierpień
udziałem,udział
reporterki,reporterka
radiowej,radiowy
Janiny,Janina
Jankowskiej,Jankowska
szefa,szef
internetowego,internetowy
Radia,radio
Krzysztofa,Krzysztof
Skowrońskiego,Skowroński
zastępcy,zastępca
redaktora,redaktor
naczelnego,naczelny
Przekroju,przekrój
Marka,Marek
Zająca,Zając
publicysty,publicysta
Piotra,Piotr
Zaremby,Zaremba
Moderatorem,moderator
dyskusji,dyskusja
będzie,być
Monitoringu,monitoring
Wolności,wolność
Prasy,prasa
dotyczący,dotyczyć
polityki,polityka
redakcyjnej,redakcyjny
udziałem,udział
zastępcy,zastępca
redaktora,redaktor
naczelnego,naczelny
Polsatu,PolSat
Bogusława,Bogusław
redaktora,redaktor
naczelnego,naczelny
Wojciecha,Wojciech
Maziarskiego,Maziarski
redaktora,redaktor
naczelnego,naczelny
Gazety,gazeta
Polskiej,polski
Tomasza,Tomasz
szefa,szef
działu,dział
opinii,opinia
Gościa,gość
Niedzielnego,niedzielny
Łozińskiego,Łoziński
Moderatorem,moderator
dyskusji,dyskusja
będzie,być
Fundacji,fundacja
Nowe,nowy
wprowadzenie,wprowadzić
panelu,panel
wyemitujemy,wyemitować
wypowiedzi,wypowiedź
szefów,szef
znaczących,znaczyć
mediów,media
in,inaczej
redaktorów,redaktor
naczelnych,naczelny
Gazety,gazeta
Wyborczej,wyborczy
Rzeczpospolitej,Rzeczpospolita
dotycząca,dotyczyć
języka,język
stosowanego,stosować
debacie,debata
publicznej,publiczny
sporze,spór
Krakowskim,krakowski
Przedmieściu,przedmieście
Autorem,autor
jej,on
będzie,być
Uniwersytetu,uniwersytet
Kazimierza,Kazimierz
Wielkiego,wielki
Bydgoszczy,Bydgoszcz
in,inaczej
książki,książka
polszczyzny,polszczyzna
politycznej,polityczny
roku,rok
sesji,sesja
krzyża,krzyż
dostępna,dostępny
będzie,być
godz,godzina
adresem,adres
Przeprowadzona,przeprowadzić
zostanie,zostać
ekipę,ekipa
Wojciecha,Wojciech
czasie,czas
sesji,sesja
zadamy,zadać
pytania,pytanie
relacji,relacja
reporterskich,reporterski
sprawiło,sprawić
samo,sam
jedni,jeden
obserwatorzy,obserwator
odebrali,odebrać
inni,inny
manifestację,manifestacja
pogardy,pogarda
Będziemy,być
wzajemnym,wzajemny
odniesieniem,odnieść
informacji,informacja
komentarzy,komentarz
Redaktorów,redaktor
naczelnych,naczelny
zapytamy,zapytać
politykę,polityka
redakcyjną,redakcyjny
jaką,jaki
przyjęli,przyjąć
sprawy,sprawa
krzyża,krzyż
uznali,uznać
tej,ten
sprawie,sprawa
najistotniejsze,istotny
swoich,swój
odbiorców,odbiorca
leżało,leżeć
podstaw,podstawa
takiej,taki
decyzji,decyzja
Zapytamy,zapytać
pewne,pewien
wątki,wątek
informacje,informacja
uwypuklili,uwypuklić
inne,inny
uznali,uznać
nieistotne,nieistotny
zdecydowali,zdecydować
ich,on
Postaramy,postarać
posługiwały,posługiwać
tym,ten
przypadku,przypadek
